可能	1699059
狗	1693721
为了	1693114
这里	1692215
已	1679612
于	1655047
逼	1654093
面	1631866
姐	1631838
突然	1630457
获得	1630044
有人	1626412
重要	1623285
头	1618611
继续	1612738
本	1605409
累	1603198
活	1603194
错	1594301
期待	1592579
啥	1588308
连	1582351
好好	1580464
回来	1572436
各	1570237
早	1569081
是不是	1558515
可是	1557879
咯	1556484
片	1554762
电影	1553357
挺	1547281
全	1541488
生	1537281
选	1536908
靠	1534765
记得	1530102
努力	1526098
周	1517897
加油	1512590
部	1512540
小时	1510893
身	1506605
陪	1504410
行	1501175
晚	1499534
有些	1495347
名	1494066
所有	1487417
虽然	1484801
妈妈	1472603
所	1472431
鞋	1467227
宝	1466457
必须	1463174
梦	1460660
多少	1460588
过去	1458919
萌	1450826
变	1446838
^	1445419
哪	1437153
卡	1436977
坐	1435168
個	1435056
自	1432538
感谢	1430042
成功	1429720
分钟	1428914
红	1426785
学	1422461
店	1420789
结果	1420427
最近	1417039
总是	1415809
白	1413345
地方	1409779
游戏	1409284
城市	1409127
换	1402440
更多	1398881
老师	1397009
选择	1394881
脸	1393730
这些	1385268
向	1384705
只要	1383172
内	1381320
友	1379157
拉	1376579
装	1372675
度	1372386
参加	1369018
昨天	1361665
眼	1358060
到了	1352701
相信	1343495
得到	1338881
一些	1336007
翻	1335787
以为	1332509
如	1330290
滴	1328200
金	1327455
伤	1327041
入	1323524
居然	1322958
痛	1322643
并	1312675
套	1310700
粉	1309376
掉	1304096
黑	1301764
非常	1297229
短	1290543
感	1288657
神	1285209
成为	1284983
哎	1284842
最好	1279408
|	1269901
→	1268354
爆	1261196
特	1252417
今年	1239875
容易	1238786
傻	1238627
机会	1237640
参与	1236020
妹	1233672
字	1233453
评论	1229450
瓶	1228720
想要	1226497
唱	1226291
告诉	1222560
祝	1221043
单	1209685
毛	1209393
來	1209375
讲	1208879
卖	1207352
下午	1206867
米	1203834
帅	1201828
场	1197191
生命	1193213
难	1191518
好多	1190108
电话	1189380
好看	1189082
好像	1186646
其	1186494
公司	1183403
只能	1176882
北京	1172386
正在	1172265
首	1171394
宝贝	1168830
夜	1167674
杯	1165647
真心	1163870
怕	1163445
心里	1157804
准备	1153337
不到	1149216
情	1148937
不了	1148909
定	1148885
此	1146686
肉	1135714
猫	1132351
个人	1129423
刚刚	1124568
站	1121199
价格	1120945
才能	1119741
口	1119480
真正	1115359
简单	1114355
早上	1114147
而是	1110827
照片	1107927
越来越	1105396
噶	1104446
发表	1104373
干	1103541
才是	1099472
之后	1098421
边	1096442
错过	1096400
哟	1095912
至	1094536
饭	1093869
身边	1089994
正	1089338
今日	1086664
上海	1086219
鱼	1085867
注意	1083586
无法	1081548
来自	1080352
健康	1073706
出现	1071706
进入	1071351
饿	1063999
都会	1062823
击	1060177
如何	1059920
吃饭	1059560
勋章	1059403
不起	1059387
很好	1059152
美国	1058531
抢	1057187
块	1053772
秒	1051878
达	1049914
考	1046938
完成	1040387
—	1038840
风	1037169
亲爱	1036538
身体	1035561
不用	1034408
以前	1031777
酒	1029614
投	1029580
呵呵	1023633
投票	1023510
哪里	1022387
油	1020052
受	1019923
节	1018861
特别	1017539
重	1016359
免费	1014643
忘	1006465
色	1006326
学习	1005768
热	1003301
如此	1002722
哈哈哈	1002317
曾经	1002081
摺	999095
食	998353
图片	995376
道	994634
未来	994302
门	993638
抱	993447
而且	992196
拥有	991286
使	991141
还要	987518
或者	983474
习惯	982789
绝对	982754
祝福	982338
每次	981012
上班	979650
电脑	977203
美好	973198
让人	971501
收	969823
會	969799
气	969180
美丽	966970
任何	965912
几个	961569
秋	958967
视频	958551
去了	958396
漂亮	954074
好吧	953292
爸	951367
新年	949492
飞	948307
强	948204
比较	946428
货	944670
淘	944278
同学	943148
瘦	941544
进	939550
温暖	937635
主	937398
讨厌	937252
克	934530
某	933247
圣诞	932455
书	929518
纸	925494
亮	924358
到底	923946
有奖	923332
跑	922871
时尚	921282
及	919392
半	917549
每	916169
敢	915406
学校	913335
人家	913305
赢	912590
完全	909114
忘记	909056
蛋	908449
份	908239
马	903909
留	902991
疼	902986
改变	901938
算	899515
由	899129
香	895828
日子	894584
决定	893600
坚持	890933
生日快乐	890851
表示	890666
眼睛	889899
天气	889387
唉	887012
照	886711
设计	886486
想到	886432
台	885221
感动	885129
不管	882303
＂	880567
交	879752
故事	879709
差	878893
冬天	878320
未	876361
們	876233
远	875922
之前	873165
发生	872112
放弃	871716
接	871051
学会	868753
出去	868595
想起	868443
也许	868385
感情	866208
直接	865640
因	865552
神马	865255
帮助	862804
爸爸	861323
西	861147
光	858713
考试	858584
仅	857917
洗	857401
载	856149
外	856091
新浪	855416
团	855407
肯定	854400
班	854392
愛	854339
国家	854126
甘	853957
苦	853785
票	853251
就要	850683
忙	849261
知	848825
床	845351
其他	844413
天天	844228
通过	844094
唯	844021
抽	842924
无聊	841617
女孩	837383
满	836205
明白	835447
假	833137
射手	832131
适合	830801
结婚	829412
起床	828855
社会	826131
第一次	824113
噢	824041
擦	823418
不同	822333
里面	820853
音乐	820189
竟然	819794
弄	816006
使用	815956
宝宝	815558
珍惜	815387
沒	815035
還	814378
深	813291
醒	812367
腿	811690
脚	811312
级	807444
处女	805051
尼玛	803275
值得	800808
觉	800585
菜	799553
困	798261
左	797675
末	796406
挂	795934
购	794811
疯	791005
遇到	790460
认识	786795
仔	785652
项	785365
星	783500
雪	780198
童	779840
乐	779575
离开	779497
颗	778423
苹果	777769
生日	777285
怎样	775708
体验	774529
過	772926
画	772838
动	772294
鸡	772134
篇	771992
精彩	771329
杀	771171
排	768986
改	768603
看见	768277
声	767907
果然	767416
皮	767127
喔	764856
够	764234
品	763327
安全	762347
失去	760485
市	759005
清	757594
噗	754698
烦	754637
梦想	753952
低	753524
变成	753390
不敢	753275
博文	752221
春	751299
淡	751128
原	749824
些	749395
日本	749058
欢迎	747455
楼	747129
公	746585
愿意	744772
线	742328
粉丝	740002
同时	739149
時	739103
老公	734987
养	734457
昨晚	734388
恩	733296
不再	732821
冬	732145
刷	731033
老婆	729693
久	729371
贴	728188
棒	727993
海	727253
最爱	724516
鸟	724040
城	722764
猪	722588
最大	722186
情况	720855
名字	719752
每一	719717
痛苦	719154
除了	719126
有时候	718970
过年	718585
姐姐	717810
看来	717778
麼	717317
完美	716487
辛苦	716395
非	716013
赶紧	715179
一生	714583
街	713872
茶	713796
锅	713672
便	713116
好吃	710142
爹	709682
结束	709055
作	709011
房	709003
吖	708149
语	708117
群	707733
不可	704863
有感而发	704422
能够	702983
享受	702461
偶	701850
接受	700988
韩	700815
经典	699240
消息	699120
女生	698529
进行	698100
对方	697921
說	697598
要不	696233
父母	692319
就算	691796
羊	691380
等待	691101
家里	685903
于是	685130
是否	684098
一般	682714
喜	681772
读	680189
说话	680103
下去	678381
有的	678308
咩	676438
学生	676120
美女	675543
睇	675433
山	675398
既	673562
平安	672016
王	670671
升级	669720
要是	668955
不如	668032
餐	667369
对于	666787
能力	666476
了解	666289
好友	666007
微笑	665202
泡	664431
精神	663969
中午	662928
段	662419
寂寞	662198
要求	661431
回忆	660901
星座	660280
客户	659873
认为	659406
课	659134
基	659091
广州	658485
链接	656835
经常	656705
则	656666
信息	656447
阳光	655468
收到	651115
儿子	650456
好运	649897
火	649408
市场	648687
间	648249
咖啡	647931
超级	647833
嘿嘿	647231
肿	646686
血	646495
看过	645618
味道	645398
若	645309
回去	641581
领	639802
顶	639337
贱	635072
槽	634953
即使	632861
喂	632441
邮	632155
倒	632084
试	631344
样子	631131
管	631048
难道	630287
盘	630096
全部	629900
相	629596
内心	629147
价	628824
礼	628476
°	628185
草	628118
压力	627769
右边	626855
马上	626746
无论	626625
面对	626423
常	625432
新年快乐	624653
一辈子	624553
客	624331
切	624254
加入	624171
看完	623297
产品	622406
汤	622217
果	621528
羡慕	620523
三国	620182
过来	619790
方式	618784
胖	618053
这次	617149
懂得	616568
發	616346
潮	616248
本来	616170
属于	614982
`	614967
新闻	613940
皮肤	613710
影响	613568
称	612730
头发	611967
自然	611304
试试	611280
煮	611117
休息	610823
坑	610323
一份	609850
恨	607616
处	606727
额	606569
准	606268
吐	606044
者	604418
晒	604185
听到	602187
补	601494
點	601449
爽	600290
方法	600201
烧	600149
方	599596
折	599543
更新	598032
每个人	597606
发展	596954
确实	596704
礼物	596111
好久	595981
代表	595396
每个	595367
℃	594958
慢慢	594757
文化	594256
物	593670
价值	593172
嗯	593042
味	592756
乱	588860
感冒	588432
光棍	588068
言	587860
效果	587234
必	585269
国	584256
恋爱	583903
遍	583758
丝	582282
空间	582112
配	581564
出门	580775
真实	580250
没人	580211
開	579596
不在	579477
网络	578877
巨	578375
目前	577897
现实	577697
作为	576778
為	575917
在家	575808
声音	575794
骂	575368
教	575166
解	574217
可惜	572860
明年	571821
政府	569752
下次	568897
关系	568342
追	567819
龙	567498
存在	566838
耶	566823
老板	566598
香港	566083
怎么办	565131
路上	564751
领导	561777
电	561443
保持	561333
广告	560033
服务	559752
减肥	559622
依然	559490
大学	559016
愿	558975
端	558621
球	558565
原因	557623
感受	557412
哪个	556622
完了	555675
代	555128
人民	554739
屎	554641
魔	553695
後	553232
坚强	553209
现场	553084
当然	552352
对不起	551660
纯	551142
往	551023
意思	550854
理解	550175
变得	548924
早安	548614
「	548528
不知	548008
落	543636
近	543606
数	542188
离	542066
俺	541767
回到	541342
办	539850
某人	539775
估计	539296
赞	538730
一段	538391
坏	538278
君	537977
易	537773
明星	536849
话说	536761
单身	536697
嘴	536294
记	535500
速度	535391
巴	534675
可怜	534116
小心	533998
企业	533812
又要	533769
曾	533654
裤	533599
不够	533566
专业	533552
」	532651
升	531713
整	530544
时光	530516
鬼	530458
操	530028
传	528637
伤害	528595
测	528537
纠结	527622
狮子座	526810
不断	526517
冻	526418
之间	525638
流	525402
自由	524283
斯	524247
控	523621
型	523548
干嘛	523524
你好	522794
贵	521978
担	520980
．	520951
另	520678
貌似	520407
法	519511
约	519134
即	518747
蟹	517254
黄	517161
解决	515669
青春	515187
电视	515010
不行	514975
肥	514888
那样	514827
整个	514499
外套	514194
品牌	513660
抓	513625
经过	513014
原文	512049
反正	510565
恋	510129
右	509912
破	509631
取	509104
还好	509070
式	508800
报	508432
理由	508323
明	507818
带来	507776
雨	507540
以及	507027
成长	506957
年轻	506102
丫	505798
经历	505581
打电话	505136
来说	504909
安	503062
保护	502592
恭喜	502104
表情	501779
眼泪	501207
体	501033
剧	500960
正常	499803
利	499785
天蝎座	499511
幸运	499432
迷	499068
轻松	498571
当时	497893
泪	497697
期	497380
东	496671
蓝	496615
尽	496227
搭	496078
今	495684
现	494799
爷	494675
心中	494458
记忆	494391
办法	494232
正品	494064
不住	493233
波	493211
应	492868
吹	492606
下来	492451
经济	492164
实在	491950
人们	491938
無	491747
很久	491045
浪漫	490837
空	490002
商	489559
咋	489151
运动	487767
糖	487679
联系	487272
福	487196
双子座	486989
怪	486821
或许	486643
解释	486572
建议	486196
清楚	486067
脑	486065
其中	485768
而已	485684
编	485492
股	484873
指	484826
集	483833
技术	483764
购买	483220
围	482963
明明	482456
区	482322
闹	481787
宿舍	481754
野	480852
左右	480322
奶	479838
全国	479718
俩	479471
巨蟹座	479348
甚至	478968
惊喜	478716
太阳	478534
时代	477782
英语	477072
外面	476381
尔	476181
付出	476162
啊啊	476053
怀念	475847
收藏	475773
背	475665
样	475002
害怕	473938
从来	473500
国际	473369
炒	472732
晕	472235
那里	471958
根本	471017
随	470183
韩国	469844
状态	469781
颜色	469222
双鱼座	468857
类	468551
暖	468418
性	467399
步	467381
湿	466748
果断	466280
力量	466060
弱	465911
著	464822
情绪	464536
测试	462580
怎	462533
所谓	462235
男生	462159
丢	461882
那就	461788
后面	461129
目标	461113
碗	461000
對	460933
直	460772
网站	460377
哥哥	459980
覺	459266
银	458779
后来	458153
强大	457969
悲	457682
难过	457430
金牛座	457027
保	456865
那种	456710
谈	456521
更加	456470
搭配	456168
用户	455956
秀	454494
影	454252
节目	454194
尼	454151
什么的	453920
任务	453812
签到	453728
▽	453657
撒	453640
严重	453286
爱上	453219
作品	452220
家人	452045
多么	451444
历史	451405
上课	451293
奖励	451099
好听	451081
根	451079
好玩	450496
肚子	450351
莫	449922
汁	449289
架	448581
环境	448530
过程	448040
伤心	447959
牛奶	447738
瞬间	447695
真相	447526
白羊座	447328
咱	446848
食物	446285
难受	446080
忍	445660
创意	445642
一半	445121
组	445117
天秤座	445085
蛮	445055
奖品	444859
舒服	444742
屋	444715
打开	444706
圣诞节	443809
意义	443273
后悔	442868
诶	442769
嫁	442638
現	442407
青年	442268
药	442025
扣	441916
至少	441897
早餐	440405
快点	439925
大奖	439674
基本	439084
可怕	438193
更好	437762
记者	437683
认真	437427
病	437389
树	437190
即可	437069
停	436979
充满	436852
提供	436316
意	435990
狂	435716
器	435656
帮忙	434544
没事	434445
功能	434120
第	433941
关心	433188
心理	433116
满足	432984
聊	432903
成熟	432799
会不会	432619
蝎	432496
距	432341
以上	431844
推	431643
卧	431536
缺	431146
反	431130
－	430886
招	429819
想念	429577
转载	429555
下班	429250
睡不着	428664
态度	428612
吼	428364
实现	428299
兄弟	427703
行动	427559
发布	427473
按	427391
跳	427211
娘	426618
教育	426522
合	426329
同事	426295
欣赏	426264
在乎	425873
失恋	425642
自我	424911
感恩	423272
标准	423045
默默	423043
小时候	423019
据	422329
靴	422110
一边	421948
当年	421758
呐	421189
值	420940
圈	420401
躺	420223
高兴	420039
什	419599
春节	418255
厉害	417812
彼此	417415
详情	417180
呆	417120
胃	417038
系统	416453
底	416172
恐怖	415916
吾	415132
女儿	414965
部分	414928
含	414707
刚才	414476
狮子	414245
并不	414228
极	414160
表	414051
演	413366
最高	413218
旅行	412932
碎	412730
蛋糕	412549
科	412070
派	411701
云	411350
失败	410852
聪明	410811
喊	410644
龙年	410252
謝	409926
恶心	409913
训	409904
系列	409375
姑娘	409077
立	408905
调	408704
滚	408106
通	407944
再次	407894
想想	407440
英雄	407422
欢乐	407300
保暖	407155
念	406790
增加	406622
银行	406363
有时	405998
天下	405888
冠军	405752
孤	405602
小孩	405527
理	405408
剪	404402
报道	404362
输	404012
计划	403361
麽	403079
爬	401806
追求	401658
轉	400424
速	400211
遇	399608
关于	399499
媒体	399321
豆	399316
催	399231
地铁	399038
医院	398857
疯狂	397706
急	397665
内容	397611
妞	397382
待	397035
①	397001
素	396714
命	396399
校	395866
运	395651
不一样	395117
层	395116
记住	395084
水果	393517
费	393482
酷	392924
房子	392079
分手	391985
朋友们	391962
钟	391523
樂	391249
休闲	391064
家庭	390862
每一个	390672
火锅	389937
证明	389750
防	389576
醉	389377
旅游	389343
望	389260
灰	389190
距离	388673
回答	388573
表现	388498
灯	388271
膜	387934
嘻嘻	387643
送给	386335
任	386323
全球	386134
联通	385841
提	385582
痘	384382
研究	384037
比赛	383946
赶快	383907
最新	382975
管理	382888
位置	382862
主要	382777
②	382594
屏	381842
轻	381354
刀	381325
共	380896
明显	380747
星期	380093
顺利	379537
勒	379068
話	378984
放假	378946
关	378685
往往	378641
连续	378455
最终	377353
宅	376588
辣	376565
孤独	376508
骗	376497
塞	376071
去年	374546
好啊	374381
衫	374294
小小	374101
烂	373830
同样	373774
『	373560
生气	373254
风景	373214
移动	372885
』	372820
答案	372636
咁	372580
红包	372550
据说	372317
提醒	371883
巧克力	371596
传说	371483
不然	371379
旁边	371332
音	371194
格	370841
风格	370574
指数	370279
裙	370182
給	370141
介	370053
她们	370036
人类	369507
令	369443
始	369260
台湾	369002
很大	368816
仲	368235
不可能	367854
说明	367434
初	367010
黑色	366634
英	366605
超过	366604
许多	366410
紧	366026
③	364879
占	364719
考虑	364654
斤	364547
北	364227
控制	363599
随便	363494
凉	362709
南	362660
牌	362552
算了	361985
腰	361917
足	361885
般	361868
半夜	361178
留下	361167
第一个	360782
丰富	360509
失望	360444
鸡蛋	360386
醒来	360158
很多人	360035
脖	359705
领取	359407
不停	358991
事业	358962
怎么样	357965
肌肤	357784
私	357545
重新	357250
放下	357151
介绍	356963
温柔	356741
性感	356448
曲	356177
女性	355785
拼	355680
彻底	355494
中心	355424
心灵	355332
汽车	355040
需	355017
承认	354943
方向	354898
正式	354698
顿	354645
具	354617
老子	354226
简直	354108
呦	354062
混	354036
秤	353830
失眠	353451
作业	353267
笔	353149
青	353080
冰	352060
修	351846
码	351500
嗨	351445
吓	351405
不少	351389
烦恼	351353
平	350736
吵	350188
同意	349768
酒店	349665
跨	349126
是的	349014
售	349004
剩	348912
喝酒	348440
富	348337
辆	348336
墙	347341
遇见	346872
粥	346594
结局	346466
很难	345799
上午	345724
强烈	345538
国内	345114
屁	344570
中国人	344321
胸	344015
深圳	343872
摩羯座	343341
上网	343170
热销	343153
时刻	343130
慢	342978
收获	342968
题	342964
愿望	342895
德	342870
激动	342647
浪费	342646
婚	342544
下面	341984
嘅	341120
关键	340872
无奈	340770
一句话	340302
造型	339813
能不能	339630
宜	339615
艺术	339514
甜	339109
原谅	339042
享	338725
似	338529
冬季	338262
盐	338063
护	337968
老大	337709
注定	337446
撑	337312
熟	337178
矮	337177
最佳	336332
猜	336138
之一	336034
演唱会	335839
彩	335621
原价	335129
没什么	334115
奇	334082
优惠	334002
挑战	333826
#	333584
全世界	333473
偷	333348
听说	333167
毕业	333166
甲	333024
佛	332768
一群	332687
下雨	332467
熟悉	332399
绿	332384
妹妹	332181
狠	331702
围观	331650
且	331467
感到	331412
上面	331363
霸气	330647
游	330361
亦	330279
麻烦	330248
洗澡	329941
练	329855
元旦	329851
范	329599
自信	329579
④	328710
战	328694
蜜	328692
不怕	328611
想象	328421
露	327831
聊天	327728
帅哥	327376
不一定	327293
勇敢	327264
文章	327028
谱	326706
藏	326615
包括	326312
刺激	325929
等到	325900
耐	325762
戴	325484
犯	325467
在于	325420
数据	325418
象	325175
再见	325046
省	324974
表达	324926
气质	324745
砸	324742
轮	324697
一路	324569
牵	324453
口味	323839
雷	323247
毒	322414
罗	322169
照顾	321908
唱歌	321893
遗憾	321862
纹	321688
文艺	321633
如今	321610
肤	321479
另外	320636
寻找	320505
限	320326
事件	320246
何	320195
係	320171
奥	319837
不必	319610
投资	319521
呜呜	319429
沉默	319316
冲	318881
普通	318717
摆	318182
师	318136
岁月	317674
拒绝	317387
红色	317085
牙	316501
显	316427
医生	316424
查	316320
作用	316250
郁闷	316088
查看	315523
悲剧	315330
他人	314845
亚	314708
只想	314396
帽	314252
显示	314222
诱惑	314104
妆	314076
要么	313768
乖	313637
桌	313503
便宜	313227
旺	313139
智慧	312999
思	312989
舞	312868
心态	312595
神秘	312161
咪	312123
伐	312102
似乎	311750
白色	311401
霜	311266
晴	311173
眼神	311029
←	310349
哎呀	310062
悲伤	309968
厚	309902
早点	309846
官方	309843
专辑	309686
依旧	308661
理想	308206
神奇	308185
错误	308056
导致	307996
不见	307760
顺	307699
十分	307566
证	307193
经	307148
找不到	306980
动作	306588
安静	306144
优	306083
思考	306049
於	305881
赚	305810
然	305736
静	305721
棉	305667
残	305612
暗	305566
由于	305011
多云	304854
方面	304786
情侣	304506
方便	303994
评	303839
总会	303771
特价	303592
组织	303403
涨	303234
埋	303152
消失	303098
美食	303062
删	302985
￣	302862
地球	302740
分析	302655
也好	302568
发型	302461
性格	302290
逛	301904
饮	301471
思想	301443
企	300929
官	300780
救	300250
喵	300239
布	300140
具有	300138
勇气	299870
奶奶	299742
前面	299442
命运	299139
支	299037
熊	299013
想法	298828
拖	298818
报名	298660
处理	298644
提前	298515
先生	298435
見	298356
船	298189
挤	298034
党	297998
早起	297962
行为	297657
新鲜	297584
嗎	297503
个性	297437
人人	297427
润	297119
美元	297068
背后	296574
动物	296401
看起来	296306
做人	296259
不仅	296076
嘿	295808
空气	295740
排队	295679
圆	295662
进去	295632
枚	295598
上次	295274
戏	295193
惊	295165
诗	295151
主题	294944
减	294805
女子	294042
叔	293950
哼	293933
细	293917
质量	293800
借	293652
伸出	293436
干净	292870
推出	292559
林	292528
饱	292181
达到	292165
早晨	291965
抽奖	291496
部门	291370
为何	290869
项目	290829
差不多	290725
板	290568
不对	290500
早就	290322
穿越	290296
害	290137
╯	290085
男孩	289734
工	289677
歡	289575
一刻	289563
尊重	289559
数学	289465
责任	288833
精	288828
烟	288664
维	288654
乃	288617
难得	288534
必要	288254
它们	287972
阴	287931
學	287890
毛衣	287889
卷	287762
史	287538
囧	287126
员工	286853
有钱	286814
剩下	286721
料	286664
下雪	286406
讯	286385
并且	286351
紧张	286319
妹子	286285
量	285974
热情	285914
實	285479
經	285289
居	285280
度过	285200
娃	285112
天空	285101
知识	285004
╰	284993
产生	284979
透	284512
温馨	284462
捏	284297
古	284294
有效	284161
提高	283692
思念	283319
拥抱	283308
伟大	283268
词	282695
呗	282519
反应	282511
孩	282377
頭	282278
令人	282235
实	281835
司机	281650
男女	281289
兔	281236
狼	281161
抗	281072
申请	281016
援助	280777
多年	280757
蒙	280535
挑	280088
全场	279874
市民	279656
单位	279563
飘	279352
积极	279177
食品	279102
局	279093
断	278936
劲	278648
用来	278329
娱乐	278267
营养	278192
酸	278052
创	277923
飞机	277887
年龄	277885
压	277877
女装	277836
哎哟	277664
的确	277620
⑤	277482
喽	277415
比如	277390
摸	277250
高中	276978
因此	276700
偶尔	276368
合作	276015
房间	275924
中奖	275845
事实	275833
沃	275624
の	275497
身材	275472
变化	275464
即将	275440
奇怪	275009
大概	274887
并不是	274840
受伤	274136
势	273707
稳	273403
办公室	273330
旁	273278
专家	273157
化	273151
直到	272760
扩散	272508
存	272415
打算	272183
民	272115
每日	271944
有种	271644
臭	271629
秘密	271607
欲	271400
夜间	271221
媽	271211
候	271018
答	270914
售价	270862
安排	270839
事儿	270786
世	270780
宣传	270662
不该	270473
儿童	270396
咱们	270377
既然	270240
多久	269774
联	269727
動	269598
华	269204
购物	269103
相当	268817
有关	268788
修身	268702
广	268654
戳	268606
受不了	268300
形象	268080
队	268066
老人	267858
当初	267580
惨	267443
爱人	267370
几乎	267360
持续	267039
造成	266907
善良	266731
別	266478
立即	266399
安慰	266295
欠	266260
颜	266233
年代	266038
粗	265817
得了	265777
上帝	265558
语言	265512
吻	265199
经验	264957
调查	264719
脾气	264548
凭	264452
堵	263835
跌	263758
出发	263187
倍	263187
村	263183
電	262864
笑容	262833
∩	262747
校车	262691
利用	262690
自动	262499
正确	262443
在线	262429
い	262381
行业	262340
铁	262335
水平	262169
旧	262124
缘	261947
档	261700
激情	261488
烤	261469
垃圾	261303
夏	261105
桑	260771
重点	260667
瞎	260510
玫瑰	260378
退	260267
嘎	260187
登陆	260037
英国	259754
预订	259436
拍摄	259265
直播	259240
丑	259171
尾	259109
男子	258825
睡眠	258782
回头	258688
世上	258106
袋	257848
月亮	257793
人员	257592
男朋友	257557
表演	257488
加班	257329
优雅	257325
无限	257116
散	257041
人才	257036
╭	257033
清新	256960
充	256504
页	256386
某些	256228
均	255978
小朋友	255774
嫉妒	255697
软	255480
平时	255452
属	255341
骑	255113
优秀	255031
鞋子	254881
报告	254861
警察	254701
酱	254617
穷	254573
成都	254010
开车	253948
到家	253813
低调	253751
用心	253379
小学	253103
喷	253103
白天	252910
樣	252711
公布	252700
制作	252261
欺负	252221
甜蜜	252038
榜	252022
复杂	252015
微风	251799
仍	251656
相机	251542
独立	251355
总结	251021
女朋友	250872
公主	250668
中间	250610
蓝色	250599
石	250394
爱心	250353
最多	250165
斗	250133
間	249648
窝	249482
撞	249462
╮	249376
舍	249138
主动	249120
猛	248809
互	248617
盖	248527
附近	248237
盒	248051
最低	248044
聽	248013
真诚	247930
脑子	247929
闲	247928
姐妹	247833
工资	247760
好人	247669
幅	247606
靓	247403
冲动	247403
加上	247345
负责	247166
